taxa_id,genus,species
113610,Thielavia,arenaria
1312902,Camarothorax,bimasculinus
42747,Fusarium,heterosporum
460091,Diplodactylus,conspicillatus
1357327,Stictocladius,multiserialis
31243,Globodera,rostochiensis
215987,Mossia,intervallaris
1377736,Xylorycta,emarginata
1377325,Telanepsia,sp.
1373448,Eulechria,micranepsia
1376406,Plectophila,sp.
1374098,Heterobathra,sp.
1374887,Lophothorax,eremnopis
1374988,Macrobathra,philopsamma
142615,Dendrobium,catenatum
8034,Salvelinus,leucomaenis
564075,Microphysogobio,longidorsalis
109478,Myotis,brandtii
192259,Genlisea,aurea
28005,Strigomonas,culicis
59799,Angomonas,deanei
419612,Camelus,ferus
42839,Anopheles,aquasalis
6412,Helobdella,robusta
36166,Megaselia,scalaris
13249,Rhodnius,prolixus
126957,Strigamia,maritima
340180,Laonastes,aenigmamus
992677,Croton,sylvaticus
173339,Trachinotus,ovatus
40993,Aspergillus,carbonarius
1387314,Thomomys,nigricans
1367106,Monodactylus,sebae
56558,Centropomus,armatus
91943,Hortaea,werneckii
3885,Phaseolus,vulgaris
6087,Hydra,vulgaris
59894,Ficedula,albicollis
1238287,Phyrella,fragilis
69781,Penicillium,oxalicum
9507,Ateles,belzebuth
7946,Muraenesox,cinereus
89662,Ipomoea,setosa
139753,Ipomoea,pedicellaris
1370023,Corethrella,appendiculata
133946,Metapanax,delavayi
228393,Kalopanax,septemlobus
492764,Sesamia,inferens
313189,Protobothrops,xiangchengensis
1417318,Ptychadena,cf.
5466,Colletotrichum,trifolii
281411,Onychiurus,groenlandicus
452646,Neovison,vison
228608,Xenopus,gilli
5801,Eimeria,acervulina
51316,Eimeria,praecox
44415,Eimeria,mitis
51314,Eimeria,brunetti
5804,Eimeria,maxima
51315,Eimeria,necatrix
6289,Haemonchus,contortus
225164,Lottia,gigantea
72664,Eutrema,salsugineum
85681,Citrus,clementina
217634,Anoplophora,glabripennis
1411046,Microsepsis,sp.
1421397,Baryscapus,sp.
73285,Helianthus,divaricatus
768699,Lygodactylus,chobiensis
370032,Isotomiella,minor
369669,Crossocheilus,latius
348837,Spironucleus,salmonicida
8665,Ophiophagus,hannah
7461,Apis,cerana
253176,Aphanomyces,cladogamus
1297118,Cheirotonus,jansoni
1328733,Puntius,sp.
84529,Metagonimus,yokogawai
73178,Pelargonium,alternans
1399943,Ophiocordyceps,lloydii
156133,Prasinoderma,coloniale
267130,Acanthogobius,hasta
272187,Dyscophus,antongilii
6759,Carcinus,maenas
280737,Pycnandra,paucinervia
13333,Amborella,trichopoda
4792,Phytophthora,parasitica
51031,Necator,americanus
112090,Aphanomyces,astaci
7994,Astyanax,mexicanus
7918,Lepisosteus,oculatus
1428818,Athenaea,pereirae
52233,Nasutitermes,corniger
596548,Cupido,minimus
7998,Ictalurus,punctatus
30601,Propithecus,tattersalli
82328,Lilium,regale
308085,Odontobutis,potamophila
134006,Phytomonas,sp.
134013,Phytomonas,sp.
72520,Nannochloropsis,gaditana
7213,Ceratitis,capitata
1158816,Asparagus,suaveolens
1329083,Eurytoma,acuta
1464629,Fumaria,rupestris
1440996,Ellisella,sp.
109741,Pygoplites,diacanthus
185490,Ilex,amara
1144450,Trichosanthes,odontosperma
1457057,Bathysciola,schiodtei
981085,Morus,notabilis
1277948,Phymatolithon,purpureum
1159882,Blarinella,quadraticauda
1484521,Hemichromis,sp.
7723,Polyandrocarpa,misakiensis
46433,Reticulomyxa,filosa
